Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,395580786940.142,467497961560.862,614326362213.686,695328522026.763,747906558849.955,854427259166.209,1055642793196.06,928626859078.192,1148610059015.24,1398405797101.45,1546892142709.84,1576380424746.08,1467545212521.8,1350615691821.28,1206535157956.03,1326516328531.56,1428288504767.07,1392227864397.08,1326901059123.21,1552667363236.06
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.99358986481653,3.1113982078941,4.21663327252608,3.15375271041142,2.74063570365783,3.77791678266478,3.5682700322582,1.87048696091408,2.20656631017093,2.3913851323057,3.902007806318,2.57875428825342,2.57901711177597,2.1527359059391,2.73054799209893,2.28218364248465,2.88304512347683,2.1713962244835,-0.0508853360838941,2.23621243944461
Australia,AUS,GDP per capita (current LCU),NY.GDP.PCAP.CN,38780.5004408775,40703.0426905445,43326.7468437076,45840.965019108,48843.8541240546,52251.9565603793,55491.6446497583,58144.9924540098,59188.0808378817,63491.5611549925,65989.7644287837,66434.1676752149,68095.8588388003,68160.284716217,68519.0513939804,71513.9283640917,73803.8750343809,76819.1132696299,77156.4491049,80987.7219701792
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.7379562294817,19.0670417369508,17.1717885180982,18.2345398442686,19.8670743134475,20.1972095519184,20.1570110070534,23.0136347671101,19.7992817578298,21.4374194076014,21.4993440769616,19.9857077588126,21.0963738828485,20.0680710032927,19.272258011581,21.231183492644,21.8734041196439,24.1515391092117,24.0082830210698,22.0751685117277
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.94678017126214,2.88827373818666,3.06268960885575,2.88693365739529,2.73229459487598,2.206960683057,2.34261372357955,2.30063404798848,2.20426574193435,2.2916618196662,2.26753394268406,2.28565217787462,2.22088493848043,2.37595522714462,2.40453009222111,2.70322055368689,2.45811026057792,2.11618847711384,2.01210323364172,2.30660266032948
Australia,AUS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,25.8976448149157,25.0866457205361,22.8734860239457,22.418550240776,21.4539134891841,20.1093648349144,18.1878857111842,23.8720613734984,28.6701016934595,30.0987096050981,39.4564371113789,37.5788969461724,41.7415396125478,46.5066638740101,54.6903902052321,53.2808779482701,54.4856143511873,60.24792806788,69.4137979288406,..
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,41.4716798450863,40.2223014000354,37.0297121419143,39.1825940669848,41.587780207107,42.0365456075804,42.8640727708788,45.746756618971,40.5203306398613,41.8425510944351,43.1667351030812,41.27489915379,42.471742409125,41.6231084115431,40.822834830936,41.9513448728358,43.3895481199478,45.8267257025408,44.2334340841568,39.8700454091219
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,23.5609774163596,24.3125026473351,24.271438827262,24.7683598471662,24.5284832176065,24.0556692922068,24.2174679621728,22.0241488478594,20.4827851170652,20.3247596064024,21.1069901131601,21.9553816536045,21.9079605429011,21.8829486756956,22.2770760006709,22.0918702681558,23.1974319385011,23.4130769701014,22.6119503645166,..
Australia,AUS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,63.9980477068492,64.3145457671292,64.2920497441004,64.3760690044393,63.7261438536636,64.337893417527,64.4789946682068,64.0926025620391,65.7208456638219,64.6386816722751,65.1707532982797,66.2516319578678,65.687599814087,67.2328367127558,68.2177422176747,67.0055855376421,66.6517785671063,66.0781572916651,66.3259527419194,65.6511500808251
Australia,AUS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.624674901888236,0.593850689161747,0.578085859947711,0.555521919543497,0.527252520234589,0.505640154592,0.487867695058248,0.452112549636129,0.446860792664774,0.411618051525684,0.397272255675349,0.35815987568711,0.33766389788185,0.342979564413717,0.336822168950769,0.326924822035446,0.308877721295619,0.293853567290213,..,..
